source_file,source_path,source_line,label_source,is_ai,text,text_normalized,text_hash,group_id,formation_id,intitule,description,objectifs,programme,raw_label,duplicate_type,duplicate_of
dataset_entrainement.csv,data/processed/dataset_entrainement.csv,3,est_lie_ia,1,"TEXTE_MODELE: Intitulé : BTS Communication Public cible : Apprenants Bac+2 intégrant l'IA dans un cursus BTS/DUT Niveau : BAC+2 : DEUG, BT, DUT... (NIVEAU 5) Modalité : À distance Durée : 2 an Certification : RNCP 37198 Codes ROME : E1103 Organisme : LEARN TO ACT INTITULE: BTS Communication COMPETENCES_IA: Prompt Engineering | IA générative | No-code / Low-code | Automatisation CERTIFICATION: RNCP 37198 ORGANISME: LEARN TO ACT NIVEAU: BAC+2 : DEUG, BT, DUT... (NIVEAU 5)",texte modele intitule bts communication public cible apprenants bac 2 integrant l ia dans un cursus bts dut niveau bac 2 deug bt dut niveau 5 modalite a distance duree 2 an certification rncp 37198 codes rome e1103 organisme learn to act intitule bts communication competences ia prompt engineering ia generative no code low code automatisation certification rncp 37198 organisme learn to act niveau bac 2 deug bt dut niveau 5,03ff21b640e3c22235ced75f,formation_group_id:9bb03b403e90fd0a,d2b08161c2944845,BTS Communication,,,,1,group_duplicate,formation_group_id:9bb03b403e90fd0a
dataset_entrainement.csv,data/processed/dataset_entrainement.csv,16,est_lie_ia,1,TEXTE_MODELE: Intitulé : Programmer et automatiser des tâches avec Python (Tosa) Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : Présentiel Durée : 35 h Certification : RS 6962 Codes ROME : 0 Organisme : MYPE INTITULE: Programmer et automatiser des tâches avec Python (Tosa) COMPETENCES_IA: Machine Learning | Data Science | Python pour l’IA | Visualisation | Automatisation CERTIFICATION: RS 6962 ORGANISME: MYPE NIVEAU: 0,texte modele intitule programmer et automatiser des taches avec python tosa public cible tout professionnel souhaitant maitriser l ia dans son activite niveau 0 modalite presentiel duree 35 h certification rs 6962 codes rome 0 organisme mype intitule programmer et automatiser des taches avec python tosa competences ia machine learning data science python pour l ia visualisation automatisation certification rs 6962 organisme mype niveau 0,a5ca03d20b156bff47329540,formation_group_id:b999c9874ef3962a,ebe14edb88c5bdaa,Programmer et automatiser des tâches avec Python (Tosa),,,,1,group_duplicate,formation_group_id:b999c9874ef3962a
dataset_entrainement.csv,data/processed/dataset_entrainement.csv,23,est_lie_ia,1,TEXTE_MODELE: Intitulé : Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Niveau : 0 Modalité : À distance Durée : 14 h Certification : RS 6891 Codes ROME : 0 Organisme : DEMOS INTITULE: Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable COMPETENCES_IA: IA générative | Éthique de l’IA CERTIFICATION: RS 6891 ORGANISME: DEMOS NIVEAU: 0,texte modele intitule produire et reviser du contenu professionnel multimedia en utilisant les outils d intelligence artificielle generative iag de facon responsable public cible tout professionnel souhaitant maitriser l ia dans son activite niveau 0 modalite a distance duree 14 h certification rs 6891 codes rome 0 organisme demos intitule produire et reviser du contenu professionnel multimedia en utilisant les outils d intelligence artificielle generative iag de facon responsable competences ia ia generative ethique de l ia certification rs 6891 organisme demos niveau 0,bc929043b031476219d2280d,formation_group_id:d52ffb85cd5b1860,ee87b61025ca7208,Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable,,,,1,group_duplicate,formation_group_id:d52ffb85cd5b1860
dataset_entrainement.csv,data/processed/dataset_entrainement.csv,33,est_lie_ia,1,"TEXTE_MODELE: Intitulé : Expert en ingénierie de l'intelligence artificielle Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : À distance Durée : 2 an Certification : RNCP 38587 Codes ROME : M1802 | M1803 | M1805 | M1810 Organisme : DATASCIENTEST INTITULE: Expert en ingénierie de l'intelligence artificielle COMPETENCES_IA: Machine Learning | Automatisation | Data Engineering CERTIFICATION: RNCP 38587 ORGANISME: DATASCIENTEST NIVEAU: BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7)",texte modele intitule expert en ingenierie de l intelligence artificielle public cible ingenieurs bac 5 visant une expertise ia avancee niveau bac 5 grade master dea dess ingenieur niveau 7 modalite a distance duree 2 an certification rncp 38587 codes rome m1802 m1803 m1805 m1810 organisme datascientest intitule expert en ingenierie de l intelligence artificielle competences ia machine learning automatisation data engineering certification rncp 38587 organisme datascientest niveau bac 5 grade master dea dess ingenieur niveau 7,f24e10f09a3d0533f285b059,formation_group_id:ae690de65b58d0d7,312595d0ec798a2c,Expert en ingénierie de l'intelligence artificielle,,,,1,group_duplicate,formation_group_id:ae690de65b58d0d7
dataset_entrainement.csv,data/processed/dataset_entrainement.csv,47,est_lie_ia,1,TEXTE_MODELE: Intitulé : Programmer et automatiser des tâches avec Python (Tosa) Public cible : Managers et professionnels RH souhaitant intégrer l'IA dans leur management Niveau : 0 Modalité : À distance Durée : 35 h Certification : RS 6962 Codes ROME : 0 Organisme : ALIASE INTITULE: Programmer et automatiser des tâches avec Python (Tosa) COMPETENCES_IA: Machine Learning | Deep Learning | NLP | IA générative | Data Science | Python pour l’IA | Visualisation | RAG | Automatisation | Séries temporelles | Data Engineering CERTIFICATION: RS 6962 ORGANISME: ALIASE NIVEAU: 0,texte modele intitule programmer et automatiser des taches avec python tosa public cible managers et professionnels rh souhaitant integrer l ia dans leur management niveau 0 modalite a distance duree 35 h certification rs 6962 codes rome 0 organisme aliase intitule programmer et automatiser des taches avec python tosa competences ia machine learning deep learning nlp ia generative data science python pour l ia visualisation rag automatisation series temporelles data engineering certification rs 6962 organisme aliase niveau 0,18a001fc288c12f25edbc0a4,formation_group_id:e16d02648d9f61ff,f970a9a6c1e4ca8b,Programmer et automatiser des tâches avec Python (Tosa),,,,1,group_duplicate,formation_group_id:e16d02648d9f61ff
dataset_entrainement.csv,data/processed/dataset_entrainement.csv,58,est_lie_ia,1,"TEXTE_MODELE: Intitulé : Développeur Web Public cible : Apprenants Bac+2 intégrant l'IA dans un cursus BTS/DUT Niveau : BAC+2 : DEUG, BT, DUT... (NIVEAU 5) Modalité : À distance Durée : 21 h Certification : RNCP 37805 Codes ROME : M1805 Organisme : LBKE INTITULE: Développeur Web COMPETENCES_IA: Prompt Engineering | IA générative | Éthique de l’IA | RAG | Automatisation | Data Engineering CERTIFICATION: RNCP 37805 ORGANISME: LBKE NIVEAU: BAC+2 : DEUG, BT, DUT... (NIVEAU 5)",texte modele intitule developpeur web public cible apprenants bac 2 integrant l ia dans un cursus bts dut niveau bac 2 deug bt dut niveau 5 modalite a distance duree 21 h certification rncp 37805 codes rome m1805 organisme lbke intitule developpeur web competences ia prompt engineering ia generative ethique de l ia rag automatisation data engineering certification rncp 37805 organisme lbke niveau bac 2 deug bt dut niveau 5,a81f9b52fc4dbf2beee6e3ad,formation_group_id:69334d5b04131a76,d9260fd71d12ef70,Développeur Web,,,,1,group_duplicate,formation_group_id:69334d5b04131a76
dataset_entrainement.csv,data/processed/dataset_entrainement.csv,74,est_lie_ia,1,"TEXTE_MODELE: Intitulé : Concepteur développeur en intelligence artificielle et analyse big data Public cible : Professionnels Bac+3/4 en reconversion ou spécialisation IA Niveau : BAC+3 ou 4 : licence, master 1, maîtrise (NIVEAU 6) Modalité : Présentiel Durée : 400 h Certification : RNCP 38616 Codes ROME : M1403 | M1805 Organisme : LE WAGON Bordeaux INTITULE: Concepteur développeur en intelligence artificielle et analyse big data COMPETENCES_IA: Machine Learning | Deep Learning | NLP | IA générative | Data Science | Python pour l’IA | Éthique de l’IA | Big Data | Visualisation | RAG | Automatisation | Reinforcement Learning | Séries temporelles | Data Engineering CERTIFICATION: RNCP 38616 ORGANISME: LE WAGON Bordeaux NIVEAU: BAC+3 ou 4 : licence, master 1, maîtrise (NIVEAU 6)",texte modele intitule concepteur developpeur en intelligence artificielle et analyse big data public cible professionnels bac 3 4 en reconversion ou specialisation ia niveau bac 3 ou 4 licence master 1 maitrise niveau 6 modalite presentiel duree 400 h certification rncp 38616 codes rome m1403 m1805 organisme le wagon bordeaux intitule concepteur developpeur en intelligence artificielle et analyse big data competences ia machine learning deep learning nlp ia generative data science python pour l ia ethique de l ia big data visualisation rag automatisation reinforcement learning series temporelles data engineering certification rncp 38616 organisme le wagon bordeaux niveau bac 3 ou 4 licence master 1 maitrise niveau 6,689aff1228b8e8168fbda66c,formation_group_id:a1eaf37f6e728831,2a7eba2c68aba8d2,Concepteur développeur en intelligence artificielle et analyse big data,,,,1,group_duplicate,formation_group_id:a1eaf37f6e728831
dataset_entrainement.csv,data/processed/dataset_entrainement.csv,116,est_lie_ia,1,"TEXTE_MODELE: Intitulé : MASTER Informatique (fiche nationale) Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 1 an Certification : RNCP 39278 Codes ROME : M1801 | M1802 | M1803 | M1805 | M1806 Organisme : UNIVERSITE D'AIX MARSEILLE INTITULE: MASTER Informatique (fiche nationale) COMPETENCES_IA: Machine Learning | Deep Learning | NLP | Data Science CERTIFICATION: RNCP 39278 ORGANISME: UNIVERSITE D'AIX MARSEILLE NIVEAU: BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7)",texte modele intitule master informatique fiche nationale public cible ingenieurs bac 5 visant une expertise ia avancee niveau bac 5 grade master dea dess ingenieur niveau 7 modalite presentiel duree 1 an certification rncp 39278 codes rome m1801 m1802 m1803 m1805 m1806 organisme universite d aix marseille intitule master informatique fiche nationale competences ia machine learning deep learning nlp data science certification rncp 39278 organisme universite d aix marseille niveau bac 5 grade master dea dess ingenieur niveau 7,441683944a07504e137ed6f4,formation_group_id:3c864a21dc409df6,db89cf07d2d81f25,MASTER Informatique (fiche nationale),,,,1,group_duplicate,formation_group_id:3c864a21dc409df6
dataset_entrainement.csv,data/processed/dataset_entrainement.csv,121,est_lie_ia,1,TEXTE_MODELE: Intitulé : Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable Public cible : Tout professionnel souhaitant maîtriser l'IA dans son activité Modalité : Présentiel Durée : 80 h Certification : RS 6891 Organisme : BT FORMATION INTITULE: Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable COMPETENCES_IA: Prompt Engineering | IA générative | Éthique de l’IA CERTIFICATION: RS 6891 ORGANISME: BT FORMATION,texte modele intitule produire et reviser du contenu professionnel multimedia en utilisant les outils d intelligence artificielle generative iag de facon responsable public cible tout professionnel souhaitant maitriser l ia dans son activite modalite presentiel duree 80 h certification rs 6891 organisme bt formation intitule produire et reviser du contenu professionnel multimedia en utilisant les outils d intelligence artificielle generative iag de facon responsable competences ia prompt engineering ia generative ethique de l ia certification rs 6891 organisme bt formation,25fbd9d5934c4dc81022996a,formation_group_id:6e4df3fb08b942a8,ecb8655e9334cdf9,Produire et réviser du contenu professionnel multimédia en utilisant les outils d'Intelligence Artificielle Générative (IAG) de façon responsable,,,,1,group_duplicate,formation_group_id:6e4df3fb08b942a8
dataset_entrainement.csv,data/processed/dataset_entrainement.csv,123,est_lie_ia,1,"TEXTE_MODELE: Intitulé : Expert en ingénierie de données Public cible : Ingénieurs / Bac+5 visant une expertise IA avancée Niveau : BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7) Modalité : Présentiel Durée : 965 h Certification : RNCP 40875 Codes ROME : M1802 | M1803 | M1805 | M1806 Organisme : ECOLE 18.06 ALSACE INTITULE: Expert en ingénierie de données COMPETENCES_IA: Machine Learning | Deep Learning | NLP | IA générative | Big Data | Automatisation | Reinforcement Learning | Data Engineering CERTIFICATION: RNCP 40875 ORGANISME: ECOLE 18.06 ALSACE NIVEAU: BAC+5 : grade master, DEA, DESS, ingénieur... (NIVEAU 7)",texte modele intitule expert en ingenierie de donnees public cible ingenieurs bac 5 visant une expertise ia avancee niveau bac 5 grade master dea dess ingenieur niveau 7 modalite presentiel duree 965 h certification rncp 40875 codes rome m1802 m1803 m1805 m1806 organisme ecole 18 06 alsace intitule expert en ingenierie de donnees competences ia machine learning deep learning nlp ia generative big data automatisation reinforcement learning data engineering certification rncp 40875 organisme ecole 18 06 alsace niveau bac 5 grade master dea dess ingenieur niveau 7,b615ddfd81e3ced2ba35b146,formation_group_id:f96bffeb7c382d4c,8217720c151b803e,Expert en ingénierie de données,,,,1,group_duplicate,formation_group_id:f96bffeb7c382d4c
